MUNICIPALITY,REGION,TENDER,YEAR,TYPE
MUN_18,SERTAO,BID_26919,2017,ASSETS
MUN_83,NORTE,BID_107635,2017,ASSETS
MUN_38,SUL,BID_28713,2017,ASSETS
MUN_67,NOROESTE,BID_53368,2019,ASSETS
MUN_51,NOROESTE,BID_42170,2018,ASSETS
MUN_85,NORTE,BID_19889,2016,ASSETS
MUN_80,JAGUARIBE,BID_54130,2019,ASSETS
MUN_35,NORTE,BID_41025,2018,ASSETS
MUN_88,JAGUARIBE,BID_33297,2017,ASSETS
MUN_36,NORTE,BID_28574,2017,ASSETS
MUN_178,CENTRO SUL,BID_15115,2016,ASSETS
MUN_89,JAGUARIBE,BID_114537,2016,ASSETS
MUN_98,SERTAO,BID_20643,2016,ASSETS
MUN_168,NORTE,BID_14574,2016,ASSETS
MUN_89,JAGUARIBE,BID_20045,2016,ASSETS
MUN_53,JAGUARIBE,BID_42298,2018,ASSETS
MUN_69,SERTAO,BID_96708,2016,ASSETS
MUN_10,NORTE,BID_46022,2019,ASSETS
MUN_90,JAGUARIBE,BID_71992,2018,ASSETS
MUN_76,SERTAO,BID_53891,2019,ASSETS
MUN_153,NOROESTE,BID_48840,2019,ASSETS
MUN_135,JAGUARIBE,BID_23522,2017,ASSETS
MUN_98,SERTAO,BID_55288,2019,ASSETS
MUN_13,METROPOLITANA,BID_62582,2019,ASSETS
MUN_13,METROPOLITANA,BID_36321,2018,ASSETS
MUN_149,NOROESTE,BID_48587,2019,ASSETS
MUN_5,SERTAO,BID_17366,2016,ASSETS
MUN_99,METROPOLITANA,BID_34292,2017,ASSETS
MUN_61,NOROESTE,BID_18402,2016,ASSETS
MUN_78,NOROESTE,BID_32375,2017,ASSETS
MUN_6,SERTAO,BID_18247,2016,ASSETS
MUN_58,NOROESTE,BID_42942,2018,ASSETS
MUN_51,NOROESTE,BID_65546,2019,ASSETS
MUN_89,JAGUARIBE,BID_45108,2018,ASSETS
MUN_68,METROPOLITANA,BID_18724,2016,ASSETS
MUN_162,NOROESTE,BID_38690,2018,ASSETS
MUN_79,NOROESTE,BID_44342,2018,ASSETS
MUN_56,NOROESTE,BID_30307,2017,ASSETS
MUN_89,JAGUARIBE,BID_45103,2018,ASSETS
MUN_91,JAGUARIBE,BID_54788,2019,ASSETS
MUN_74,CENTRO SUL,BID_44055,2018,ASSETS
MUN_139,NOROESTE,BID_12760,2016,ASSETS
MUN_130,SERTAO,BID_47685,2019,ASSETS
MUN_36,NORTE,BID_28592,2017,ASSETS
MUN_27,NORTE,BID_40511,2018,ASSETS
MUN_134,NORTE,BID_23386,2017,ASSETS
MUN_90,JAGUARIBE,BID_33467,2017,ASSETS
MUN_146,SERTAO,BID_97118,2017,ASSETS
MUN_4,NOROESTE,BID_41284,2018,ASSETS
MUN_27,NORTE,BID_104887,2017,ASSETS
MUN_12,NORTE,BID_47029,2019,ASSETS
MUN_107,SERTAO,BID_21295,2017,ASSETS
MUN_35,NORTE,BID_16508,2016,ASSETS
MUN_29,NOROESTE,BID_16049,2016,ASSETS
MUN_178,CENTRO SUL,BID_26780,2017,ASSETS
MUN_157,NORTE,BID_25178,2017,ASSETS
MUN_120,NORTE,BID_99155,2018,ASSETS
MUN_26,NOROESTE,BID_97254,2018,ASSETS
MUN_5,SERTAO,BID_17451,2016,ASSETS
MUN_6,SERTAO,BID_30885,2017,ASSETS
MUN_122,METROPOLITANA,BID_47166,2019,ASSETS
MUN_157,NORTE,BID_103772,2018,ASSETS
MUN_26,NOROESTE,BID_15860,2016,ASSETS
MUN_26,NOROESTE,BID_15889,2016,ASSETS
MUN_102,NOROESTE,BID_11137,2016,ASSETS
MUN_30,SERTAO,BID_51117,2019,ASSETS
MUN_184,METROPOLITANA,BID_27199,2017,ASSETS
MUN_90,JAGUARIBE,BID_20135,2016,ASSETS
MUN_121,CENTRO SUL,BID_11948,2016,ASSETS
MUN_118,SERTAO,BID_22036,2017,ASSETS
MUN_26,NOROESTE,BID_27802,2017,ASSETS
MUN_123,METROPOLITANA,BID_35888,2018,ASSETS
MUN_107,SERTAO,BID_34880,2018,ASSETS
MUN_46,NORTE,BID_17092,2016,ASSETS
MUN_137,SERTAO,BID_36839,2018,ASSETS
MUN_168,NORTE,BID_49725,2019,ASSETS
MUN_164,JAGUARIBE,BID_38808,2018,ASSETS
MUN_82,JAGUARIBE,BID_19665,2016,ASSETS
MUN_29,NOROESTE,BID_102829,2016,ASSETS
MUN_26,NOROESTE,BID_102378,2019,ASSETS
MUN_146,SERTAO,BID_48410,2019,ASSETS
MUN_27,NORTE,BID_106537,2017,ASSETS
MUN_74,CENTRO SUL,BID_107385,2017,ASSETS
MUN_49,SUL,BID_108200,2016,ASSETS
MUN_128,NORTE,BID_22810,2017,ASSETS
MUN_43,METROPOLITANA,BID_16962,2016,ASSETS
MUN_151,SERTAO,BID_106606,2018,ASSETS
MUN_120,NORTE,BID_22202,2017,ASSETS
MUN_37,NOROESTE,BID_103538,2017,ASSETS
MUN_45,NOROESTE,BID_29436,2017,ASSETS
MUN_137,SERTAO,BID_23690,2017,ASSETS
MUN_110,NOROESTE,BID_97251,2017,ASSETS
MUN_115,NOROESTE,BID_21798,2017,ASSETS
MUN_50,NOROESTE,BID_17508,2016,ASSETS
MUN_28,NORTE,BID_99168,2018,ASSETS
MUN_28,NORTE,BID_99170,2018,ASSETS
MUN_170,NORTE,BID_103777,2019,ASSETS
MUN_50,NOROESTE,BID_17509,2016,ASSETS
MUN_86,NOROESTE,BID_19933,2016,ASSETS
MUN_7,NOROESTE,BID_43694,2018,ASSETS
MUN_44,CENTRO SUL,BID_29361,2017,ASSETS
MUN_156,NOROESTE,BID_25101,2017,ASSETS
MUN_15,NORTE,BID_48628,2019,ASSETS
MUN_50,NOROESTE,BID_29943,2017,ASSETS
MUN_73,CENTRO SUL,BID_43944,2018,ASSETS
MUN_156,NOROESTE,BID_102392,2018,ASSETS
MUN_98,SERTAO,BID_20647,2016,ASSETS
MUN_64,METROPOLITANA,BID_103647,2019,ASSETS
MUN_64,METROPOLITANA,BID_18538,2016,ASSETS
MUN_77,CENTRO SUL,BID_44224,2018,ASSETS
MUN_172,NOROESTE,BID_26377,2017,ASSETS
MUN_130,SERTAO,BID_106679,2017,ASSETS
MUN_34,NORTE,BID_51298,2019,ASSETS
MUN_61,NOROESTE,BID_43214,2018,ASSETS
MUN_65,NOROESTE,BID_43428,2018,ASSETS
MUN_185,NOROESTE,BID_40070,2018,ASSETS
MUN_88,JAGUARIBE,BID_45014,2018,ASSETS
MUN_58,NOROESTE,BID_52909,2019,ASSETS
MUN_146,SERTAO,BID_48426,2019,ASSETS
MUN_154,SUL,BID_24940,2017,ASSETS
MUN_51,NOROESTE,BID_17577,2016,ASSETS
MUN_122,METROPOLITANA,BID_35827,2018,ASSETS
MUN_71,JAGUARIBE,BID_109121,2017,ASSETS
MUN_76,SERTAO,BID_103948,2019,ASSETS
MUN_122,METROPOLITANA,BID_22411,2017,ASSETS
MUN_118,SERTAO,BID_106135,2017,ASSETS
MUN_89,JAGUARIBE,BID_105029,2017,ASSETS
MUN_157,NORTE,BID_116057,2017,ASSETS
MUN_137,SERTAO,BID_97041,2018,ASSETS
MUN_84,NORTE,BID_54381,2019,ASSETS
MUN_67,NOROESTE,BID_18638,2016,ASSETS
MUN_66,NORTE,BID_31381,2017,ASSETS
MUN_13,METROPOLITANA,BID_47580,2019,ASSETS
MUN_34,NORTE,BID_89311,2019,ASSETS
MUN_13,METROPOLITANA,BID_100635,2019,ASSETS
MUN_118,SERTAO,BID_35460,2018,ASSETS
MUN_128,NORTE,BID_22839,2017,ASSETS
MUN_28,NORTE,BID_15994,2016,ASSETS
MUN_90,JAGUARIBE,BID_20127,2016,ASSETS
MUN_131,NORTE,BID_47691,2019,ASSETS
MUN_33,SUL,BID_40925,2018,ASSETS
MUN_57,METROPOLITANA,BID_108884,2019,ASSETS
MUN_147,JAGUARIBE,BID_37512,2018,ASSETS
MUN_143,SERTAO,BID_37269,2018,ASSETS
MUN_91,JAGUARIBE,BID_104294,2019,ASSETS
MUN_180,SERTAO,BID_26964,2017,ASSETS
MUN_114,NOROESTE,BID_46715,2019,ASSETS
MUN_82,JAGUARIBE,BID_54259,2019,ASSETS
MUN_179,NOROESTE,BID_64904,2016,ASSETS
MUN_162,NOROESTE,BID_25542,2017,ASSETS
MUN_145,CENTRO SUL,BID_24244,2017,ASSETS
MUN_74,CENTRO SUL,BID_63101,2016,ASSETS
MUN_81,NOROESTE,BID_32651,2017,ASSETS
MUN_71,JAGUARIBE,BID_43759,2018,ASSETS
MUN_87,NORTE,BID_44998,2018,ASSETS
MUN_178,CENTRO SUL,BID_102253,2016,ASSETS
MUN_84,NORTE,BID_44816,2018,ASSETS
MUN_92,SUL,BID_45322,2018,ASSETS
MUN_158,JAGUARIBE,BID_38309,2018,ASSETS
MUN_57,METROPOLITANA,BID_106378,2018,ASSETS
MUN_99,METROPOLITANA,BID_34295,2017,ASSETS
MUN_10,NORTE,BID_100002,2019,ASSETS
MUN_22,SERTAO,BID_40257,2018,ASSETS
MUN_26,NOROESTE,BID_120446,2016,ASSETS
MUN_14,JAGUARIBE,BID_37024,2018,ASSETS
MUN_40,NOROESTE,BID_41338,2018,ASSETS
MUN_27,NORTE,BID_104960,2018,ASSETS
MUN_54,METROPOLITANA,BID_17726,2016,ASSETS
MUN_41,NORTE,BID_102692,2019,ASSETS
MUN_68,METROPOLITANA,BID_18745,2016,ASSETS
MUN_185,NOROESTE,BID_27289,2017,ASSETS
MUN_58,NOROESTE,BID_30746,2017,ASSETS
MUN_74,CENTRO SUL,BID_112015,2016,ASSETS
MUN_57,METROPOLITANA,BID_103480,2017,ASSETS
MUN_109,SUL,BID_11428,2016,ASSETS
MUN_98,SERTAO,BID_34232,2017,ASSETS
MUN_114,NOROESTE,BID_35252,2018,ASSETS
MUN_96,CENTRO SUL,BID_55147,2019,ASSETS
MUN_94,SUL,BID_54972,2019,ASSETS
MUN_119,SERTAO,BID_55521,2019,ASSETS
MUN_146,SERTAO,BID_114952,2017,ASSETS
MUN_181,NOROESTE,BID_26988,2017,ASSETS
MUN_93,SUL,BID_33672,2017,ASSETS
MUN_36,NORTE,BID_16526,2016,ASSETS
MUN_90,JAGUARIBE,BID_54717,2019,ASSETS
MUN_14,JAGUARIBE,BID_23768,2017,ASSETS
MUN_170,NORTE,BID_63981,2017,ASSETS
MUN_52,SERTAO,BID_42220,2018,ASSETS
MUN_174,NORTE,BID_26522,2017,ASSETS
MUN_90,JAGUARIBE,BID_54763,2019,ASSETS
MUN_45,NOROESTE,BID_41672,2018,ASSETS
MUN_122,METROPOLITANA,BID_35849,2018,ASSETS
MUN_49,SUL,BID_75896,2018,ASSETS
MUN_80,JAGUARIBE,BID_122843,2018,ASSETS
MUN_80,JAGUARIBE,BID_122851,2016,ASSETS
MUN_80,JAGUARIBE,BID_122867,2019,ASSETS
MUN_80,JAGUARIBE,BID_122874,2019,ASSETS
MUN_80,JAGUARIBE,BID_19503,2016,ASSETS
MUN_80,JAGUARIBE,BID_44443,2018,ASSETS
MUN_80,JAGUARIBE,BID_54118,2019,ASSETS
MUN_94,SUL,BID_109810,2017,ASSETS
MUN_117,SUL,BID_97095,2019,ASSETS
MUN_97,JAGUARIBE,BID_55269,2019,ASSETS
MUN_4,NOROESTE,BID_114281,2016,ASSETS
MUN_177,NOROESTE,BID_26683,2017,ASSETS
MUN_92,SUL,BID_33633,2017,ASSETS
MUN_88,JAGUARIBE,BID_109401,2018,ASSETS
MUN_160,SERTAO,BID_101524,2017,ASSETS
MUN_146,SERTAO,BID_114951,2016,ASSETS
MUN_68,METROPOLITANA,BID_43588,2018,ASSETS
MUN_73,CENTRO SUL,BID_53717,2019,ASSETS
MUN_132,SERTAO,BID_36593,2018,ASSETS
MUN_66,NORTE,BID_43457,2018,ASSETS
MUN_37,NOROESTE,BID_28625,2017,ASSETS
MUN_35,NORTE,BID_51380,2019,ASSETS
MUN_79,NOROESTE,BID_19442,2016,ASSETS
MUN_106,SUL,BID_46392,2019,ASSETS
MUN_4,NOROESTE,BID_41222,2018,ASSETS
MUN_13,METROPOLITANA,BID_100633,2019,ASSETS
MUN_152,SUL,BID_105175,2016,ASSETS
MUN_4,NOROESTE,BID_16648,2016,ASSETS
MUN_107,SERTAO,BID_21327,2017,ASSETS
MUN_119,SERTAO,BID_11837,2016,ASSETS
MUN_98,SERTAO,BID_20634,2016,ASSETS
MUN_75,SERTAO,BID_32216,2017,ASSETS
MUN_127,NORTE,BID_22730,2017,ASSETS
MUN_43,METROPOLITANA,BID_107037,2019,ASSETS
MUN_72,JAGUARIBE,BID_18947,2016,ASSETS
MUN_6,SERTAO,BID_53025,2019,ASSETS
MUN_118,SERTAO,BID_46880,2019,ASSETS
MUN_68,METROPOLITANA,BID_53446,2019,ASSETS
MUN_4,NOROESTE,BID_41268,2018,ASSETS
MUN_26,NOROESTE,BID_50919,2019,ASSETS
MUN_120,NORTE,BID_22214,2017,ASSETS
MUN_34,NORTE,BID_120822,2019,ASSETS
MUN_113,JAGUARIBE,BID_115754,2017,ASSETS
MUN_107,SERTAO,BID_34884,2018,ASSETS
MUN_83,NORTE,BID_19785,2016,ASSETS
MUN_81,NOROESTE,BID_79454,2018,ASSETS
MUN_61,NOROESTE,BID_43200,2018,ASSETS
MUN_171,NORTE,BID_111198,2018,ASSETS
MUN_23,SUL,BID_120392,2018,ASSETS
MUN_80,JAGUARIBE,BID_32567,2017,ASSETS
MUN_44,CENTRO SUL,BID_114730,2017,ASSETS
MUN_116,NORTE,BID_103838,2018,ASSETS
MUN_106,SUL,BID_102156,2018,ASSETS
MUN_86,NOROESTE,BID_44973,2018,ASSETS
MUN_121,CENTRO SUL,BID_22324,2017,ASSETS
MUN_182,SERTAO,BID_15383,2016,ASSETS
MUN_131,NORTE,BID_36531,2018,ASSETS
MUN_135,JAGUARIBE,BID_102546,2017,ASSETS
MUN_35,NORTE,BID_102556,2019,ASSETS
MUN_178,CENTRO SUL,BID_39620,2018,ASSETS
MUN_5,SERTAO,BID_29854,2017,ASSETS
MUN_108,NOROESTE,BID_46451,2019,ASSETS
MUN_150,JAGUARIBE,BID_37788,2018,ASSETS
MUN_13,METROPOLITANA,BID_36357,2018,ASSETS
MUN_59,NORTE,BID_60444,2017,ASSETS
MUN_172,NOROESTE,BID_26362,2017,ASSETS
MUN_179,NOROESTE,BID_39692,2018,ASSETS
MUN_164,JAGUARIBE,BID_49542,2019,ASSETS
MUN_61,NOROESTE,BID_103601,2019,ASSETS
MUN_95,CENTRO SUL,BID_45572,2018,ASSETS
MUN_57,METROPOLITANA,BID_90764,2016,ASSETS
MUN_37,NOROESTE,BID_41082,2018,ASSETS
MUN_61,NOROESTE,BID_31038,2017,ASSETS
MUN_41,NORTE,BID_103785,2019,ASSETS
MUN_46,NORTE,BID_17094,2016,ASSETS
MUN_110,NOROESTE,BID_35040,2018,ASSETS
MUN_44,CENTRO SUL,BID_29397,2017,ASSETS
MUN_140,SUL,BID_102087,2016,ASSETS
MUN_134,NORTE,BID_23435,2017,ASSETS
MUN_146,SERTAO,BID_37501,2018,ASSETS
MUN_43,METROPOLITANA,BID_29088,2017,ASSETS
MUN_65,NOROESTE,BID_43420,2018,ASSETS
MUN_102,NOROESTE,BID_100090,2019,ASSETS
MUN_50,NOROESTE,BID_17514,2016,ASSETS
MUN_66,NORTE,BID_105452,2018,ASSETS
MUN_178,CENTRO SUL,BID_26786,2017,ASSETS
MUN_17,NORTE,BID_14718,2016,ASSETS
MUN_128,NORTE,BID_36247,2018,ASSETS
MUN_49,SUL,BID_52143,2019,ASSETS
MUN_128,NORTE,BID_47428,2019,ASSETS
MUN_72,JAGUARIBE,BID_31806,2017,ASSETS
MUN_137,SERTAO,BID_12700,2016,ASSETS
MUN_4,NOROESTE,BID_28825,2017,ASSETS
MUN_49,SUL,BID_17279,2016,ASSETS
MUN_52,SERTAO,BID_30100,2017,ASSETS
MUN_13,METROPOLITANA,BID_47581,2019,ASSETS
MUN_128,NORTE,BID_36148,2018,ASSETS
MUN_136,NORTE,BID_47928,2019,ASSETS
MUN_44,CENTRO SUL,BID_16996,2016,ASSETS
MUN_165,SERTAO,BID_14408,2016,ASSETS
MUN_119,SERTAO,BID_35570,2018,ASSETS
MUN_84,NORTE,BID_107039,2016,ASSETS
MUN_17,NORTE,BID_39176,2018,ASSETS
MUN_158,JAGUARIBE,BID_38321,2018,ASSETS
MUN_57,METROPOLITANA,BID_114826,2017,ASSETS
MUN_60,NOROESTE,BID_30930,2017,ASSETS
MUN_160,SERTAO,BID_25400,2017,ASSETS
MUN_83,NORTE,BID_104213,2017,ASSETS
MUN_94,SUL,BID_20353,2016,ASSETS
MUN_172,NOROESTE,BID_14884,2016,ASSETS
MUN_106,SUL,BID_34804,2018,ASSETS
MUN_99,METROPOLITANA,BID_34346,2017,ASSETS
MUN_23,SUL,BID_27610,2017,ASSETS
MUN_8,SUL,BID_19468,2016,ASSETS
MUN_30,SERTAO,BID_16163,2016,ASSETS
MUN_146,SERTAO,BID_48476,2019,ASSETS
MUN_12,NORTE,BID_47033,2019,ASSETS
MUN_130,SERTAO,BID_47672,2019,ASSETS
MUN_86,NOROESTE,BID_54523,2019,ASSETS
MUN_33,SUL,BID_51296,2019,ASSETS
MUN_66,NORTE,BID_53344,2019,ASSETS
MUN_43,METROPOLITANA,BID_41540,2018,ASSETS
MUN_179,NOROESTE,BID_114453,2016,ASSETS
MUN_51,NOROESTE,BID_52296,2019,ASSETS
MUN_127,NORTE,BID_22782,2017,ASSETS
MUN_181,NOROESTE,BID_56084,2017,ASSETS
MUN_26,NOROESTE,BID_50909,2019,ASSETS
MUN_51,NOROESTE,BID_42150,2018,ASSETS
MUN_61,NOROESTE,BID_30999,2017,ASSETS
MUN_132,SERTAO,BID_23271,2017,ASSETS
MUN_59,NORTE,BID_30786,2017,ASSETS
MUN_127,NORTE,BID_22795,2017,ASSETS
MUN_74,CENTRO SUL,BID_53781,2019,ASSETS
MUN_27,NORTE,BID_40502,2018,ASSETS
MUN_132,SERTAO,BID_12542,2016,ASSETS
MUN_58,NOROESTE,BID_42929,2018,ASSETS
MUN_95,CENTRO SUL,BID_33841,2017,ASSETS
MUN_70,NOROESTE,BID_18885,2016,ASSETS
MUN_27,NORTE,BID_27845,2017,ASSETS
MUN_37,NOROESTE,BID_28645,2017,ASSETS
MUN_153,NOROESTE,BID_37970,2018,ASSETS
MUN_41,NORTE,BID_51690,2019,ASSETS
MUN_27,NORTE,BID_27813,2017,ASSETS
MUN_57,METROPOLITANA,BID_110043,2018,ASSETS
MUN_27,NORTE,BID_103658,2018,ASSETS
MUN_8,SUL,BID_104000,2019,ASSETS
MUN_57,METROPOLITANA,BID_99904,2019,ASSETS
MUN_66,NORTE,BID_99427,2017,ASSETS
MUN_22,SERTAO,BID_15677,2016,ASSETS
MUN_164,JAGUARIBE,BID_14354,2016,ASSETS
MUN_107,SERTAO,BID_100729,2019,ASSETS
MUN_80,JAGUARIBE,BID_44424,2018,ASSETS
MUN_80,JAGUARIBE,BID_54100,2019,ASSETS
MUN_27,NORTE,BID_104957,2018,ASSETS
MUN_80,JAGUARIBE,BID_19508,2016,ASSETS
MUN_80,JAGUARIBE,BID_32574,2017,ASSETS
MUN_80,JAGUARIBE,BID_44452,2018,ASSETS
MUN_27,NORTE,BID_104959,2018,ASSETS
MUN_4,NOROESTE,BID_28820,2017,ASSETS
MUN_57,METROPOLITANA,BID_103370,2019,ASSETS
MUN_84,NORTE,BID_54445,2019,ASSETS
MUN_91,JAGUARIBE,BID_45243,2018,ASSETS
MUN_19,SUL,BID_27357,2017,ASSETS
MUN_149,NOROESTE,BID_24507,2017,ASSETS
MUN_146,SERTAO,BID_114955,2019,ASSETS
MUN_134,NORTE,BID_23468,2017,ASSETS
MUN_43,METROPOLITANA,BID_103496,2019,ASSETS
MUN_124,NORTE,BID_47264,2019,ASSETS
MUN_99,METROPOLITANA,BID_20714,2016,ASSETS
MUN_149,NOROESTE,BID_109595,2016,ASSETS
MUN_177,NOROESTE,BID_39575,2018,ASSETS
MUN_145,CENTRO SUL,BID_24246,2017,ASSETS
MUN_76,SERTAO,BID_44162,2018,ASSETS
MUN_106,SUL,BID_34829,2018,ASSETS
MUN_68,METROPOLITANA,BID_103734,2019,ASSETS
MUN_171,NORTE,BID_49957,2019,ASSETS
MUN_6,SERTAO,BID_30847,2017,ASSETS
MUN_68,METROPOLITANA,BID_62925,2016,ASSETS
MUN_28,NORTE,BID_50990,2019,ASSETS
MUN_157,NORTE,BID_25120,2017,ASSETS
MUN_64,METROPOLITANA,BID_18529,2016,ASSETS
MUN_185,NOROESTE,BID_27296,2017,ASSETS
MUN_162,NOROESTE,BID_38703,2018,ASSETS
MUN_119,SERTAO,BID_22056,2017,ASSETS
MUN_164,JAGUARIBE,BID_14387,2016,ASSETS
MUN_136,NORTE,BID_36786,2018,ASSETS
MUN_40,NOROESTE,BID_51658,2019,ASSETS
MUN_118,SERTAO,BID_101291,2019,ASSETS
MUN_95,CENTRO SUL,BID_55067,2019,ASSETS
MUN_29,NOROESTE,BID_28037,2017,ASSETS
MUN_97,JAGUARIBE,BID_55276,2019,ASSETS
MUN_52,SERTAO,BID_42246,2018,ASSETS
MUN_83,NORTE,BID_32804,2017,ASSETS
MUN_134,NORTE,BID_36681,2018,ASSETS
MUN_27,NORTE,BID_27839,2017,ASSETS
MUN_170,NORTE,BID_114688,2018,ASSETS
MUN_109,SUL,BID_106597,2018,ASSETS
MUN_94,SUL,BID_33738,2017,ASSETS
MUN_154,SUL,BID_48901,2019,ASSETS
MUN_144,SERTAO,BID_37339,2018,ASSETS
MUN_12,NORTE,BID_47057,2019,ASSETS
MUN_54,METROPOLITANA,BID_64028,2017,ASSETS
MUN_147,JAGUARIBE,BID_79534,2017,ASSETS
MUN_76,SERTAO,BID_32258,2017,ASSETS
MUN_12,NORTE,BID_11881,2016,ASSETS
MUN_52,SERTAO,BID_98595,2018,ASSETS
MUN_51,NOROESTE,BID_114475,2018,ASSETS
MUN_169,NOROESTE,BID_106681,2019,ASSETS
MUN_151,SERTAO,BID_48746,2019,ASSETS
MUN_89,JAGUARIBE,BID_45109,2018,ASSETS
MUN_68,METROPOLITANA,BID_18735,2016,ASSETS
MUN_72,JAGUARIBE,BID_31884,2017,ASSETS
MUN_164,JAGUARIBE,BID_38846,2018,ASSETS
MUN_77,CENTRO SUL,BID_44208,2018,ASSETS
MUN_121,CENTRO SUL,BID_22308,2017,ASSETS
MUN_114,NOROESTE,BID_35241,2018,ASSETS
MUN_177,NOROESTE,BID_26724,2017,ASSETS
MUN_108,NOROESTE,BID_34922,2018,ASSETS
MUN_68,METROPOLITANA,BID_43627,2018,ASSETS
MUN_103,NOROESTE,BID_46253,2019,ASSETS
MUN_164,JAGUARIBE,BID_49534,2019,ASSETS
MUN_51,NOROESTE,BID_42180,2018,ASSETS
MUN_10,NORTE,BID_70856,2017,ASSETS
MUN_128,NORTE,BID_12241,2016,ASSETS
MUN_147,JAGUARIBE,BID_37532,2018,ASSETS
MUN_175,NORTE,BID_26623,2017,ASSETS
MUN_152,SUL,BID_105178,2017,ASSETS
MUN_4,NOROESTE,BID_120939,2017,ASSETS
MUN_97,JAGUARIBE,BID_20512,2016,ASSETS
MUN_124,NORTE,BID_47255,2019,ASSETS
MUN_30,SERTAO,BID_114498,2016,ASSETS
MUN_28,NORTE,BID_56175,2016,ASSETS
MUN_81,NOROESTE,BID_32701,2017,ASSETS
MUN_86,NOROESTE,BID_33192,2017,ASSETS
MUN_35,NORTE,BID_51375,2019,ASSETS
MUN_71,JAGUARIBE,BID_109122,2017,ASSETS
MUN_109,SUL,BID_21445,2017,ASSETS
MUN_6,SERTAO,BID_43057,2018,ASSETS
MUN_43,METROPOLITANA,BID_16931,2016,ASSETS
MUN_106,SUL,BID_21261,2017,ASSETS
MUN_64,METROPOLITANA,BID_80720,2017,ASSETS
MUN_55,SUL,BID_52534,2019,ASSETS
MUN_122,METROPOLITANA,BID_35802,2018,ASSETS
MUN_96,CENTRO SUL,BID_45706,2018,ASSETS
MUN_34,NORTE,BID_51334,2019,ASSETS
MUN_53,JAGUARIBE,BID_42281,2018,ASSETS
MUN_64,METROPOLITANA,BID_43333,2018,ASSETS
MUN_4,NOROESTE,BID_28767,2017,ASSETS
MUN_169,NOROESTE,BID_49774,2019,ASSETS
MUN_148,NORTE,BID_48552,2019,ASSETS
MUN_140,SUL,BID_102088,2017,ASSETS
MUN_121,CENTRO SUL,BID_101952,2016,ASSETS
MUN_80,JAGUARIBE,BID_122862,2018,ASSETS
MUN_80,JAGUARIBE,BID_122863,2019,ASSETS
MUN_80,JAGUARIBE,BID_19506,2016,ASSETS
MUN_121,CENTRO SUL,BID_11932,2016,ASSETS
MUN_154,SUL,BID_102250,2019,ASSETS
MUN_64,METROPOLITANA,BID_53252,2019,ASSETS
MUN_137,SERTAO,BID_47950,2019,ASSETS
MUN_101,NOROESTE,BID_100048,2019,ASSETS
MUN_51,NOROESTE,BID_42181,2018,ASSETS
MUN_101,NOROESTE,BID_20980,2017,ASSETS
MUN_167,SERTAO,BID_49614,2019,ASSETS
MUN_119,SERTAO,BID_22097,2017,ASSETS
MUN_167,SERTAO,BID_49627,2019,ASSETS
MUN_152,SUL,BID_13592,2016,ASSETS
MUN_109,SUL,BID_106598,2019,ASSETS
MUN_83,NORTE,BID_32875,2017,ASSETS
MUN_179,NOROESTE,BID_15170,2016,ASSETS
MUN_51,NOROESTE,BID_30020,2017,ASSETS
MUN_118,SERTAO,BID_55513,2017,ASSETS
MUN_63,NOROESTE,BID_71957,2016,ASSETS
MUN_162,NOROESTE,BID_25478,2017,ASSETS
MUN_57,METROPOLITANA,BID_114810,2016,ASSETS
MUN_54,METROPOLITANA,BID_30202,2017,ASSETS
MUN_23,SUL,BID_40303,2018,ASSETS
MUN_25,SUL,BID_50899,2019,ASSETS
MUN_92,SUL,BID_45314,2018,ASSETS
MUN_4,NOROESTE,BID_41219,2018,ASSETS
MUN_103,NOROESTE,BID_104643,2017,ASSETS
MUN_68,METROPOLITANA,BID_18723,2016,ASSETS
MUN_178,CENTRO SUL,BID_50261,2019,ASSETS
MUN_134,NORTE,BID_47824,2019,ASSETS
MUN_175,NORTE,BID_26625,2017,ASSETS
MUN_13,METROPOLITANA,BID_47558,2019,ASSETS
MUN_57,METROPOLITANA,BID_106389,2018,ASSETS
MUN_102,NOROESTE,BID_46203,2019,ASSETS
MUN_99,METROPOLITANA,BID_34356,2017,ASSETS
MUN_22,SERTAO,BID_40262,2018,ASSETS
MUN_57,METROPOLITANA,BID_114589,2018,ASSETS
MUN_131,NORTE,BID_36526,2018,ASSETS
MUN_185,NOROESTE,BID_15542,2016,ASSETS
MUN_86,NOROESTE,BID_44946,2018,ASSETS
MUN_60,NOROESTE,BID_53073,2019,ASSETS
MUN_32,NOROESTE,BID_51242,2019,ASSETS
MUN_38,SUL,BID_28725,2017,ASSETS
MUN_169,NOROESTE,BID_49784,2019,ASSETS
MUN_97,JAGUARIBE,BID_34133,2017,ASSETS
MUN_68,METROPOLITANA,BID_58809,2017,ASSETS
MUN_64,METROPOLITANA,BID_43311,2018,ASSETS
MUN_81,NOROESTE,BID_44563,2018,ASSETS
MUN_30,SERTAO,BID_16160,2016,ASSETS
MUN_152,SUL,BID_106657,2016,ASSETS
MUN_59,NORTE,BID_43008,2018,ASSETS
MUN_162,NOROESTE,BID_25514,2017,ASSETS
MUN_57,METROPOLITANA,BID_105469,2018,ASSETS
MUN_63,NOROESTE,BID_31120,2017,ASSETS
MUN_27,NORTE,BID_27862,2017,ASSETS
MUN_88,JAGUARIBE,BID_33322,2017,ASSETS
